annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
"🧠 ML Signal: Use of superclass method call, indicating inheritance and method overriding","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 2208, 4871, 2446, 869, 11, 12739, 24155, 290, 2446, 44987]",1.0,198,ml_signal,38,"Use of superclass method call, indicating inheritance and method overriding",166,        # 覆盖该函数做止盈 止损,"[220, 220, 220, 220, 220, 220, 220, 1303, 5525, 99, 228, 33566, 244, 46237, 98, 49035, 121, 46763, 108, 161, 223, 248, 29826, 95, 33566, 230, 10545, 255, 95, 162, 235, 253]"
✅ Best Practice: Method definition should have a docstring explaining its purpose and parameters,"[26486, 227, 6705, 19939, 25, 11789, 6770, 815, 423, 257, 2205, 8841, 11170, 663, 4007, 290, 10007]",0.5,230,best_practice,38,Method definition should have a docstring explaining its purpose and parameters,198,        # 覆盖该函数做止盈 止损,"[220, 220, 220, 220, 220, 220, 220, 1303, 5525, 99, 228, 33566, 244, 46237, 98, 49035, 121, 46763, 108, 161, 223, 248, 29826, 95, 33566, 230, 10545, 255, 95, 162, 235, 253]"
✅ Best Practice: Calling the superclass method ensures that any existing error handling is preserved,"[26486, 227, 6705, 19939, 25, 32677, 262, 2208, 4871, 2446, 19047, 326, 597, 4683, 4049, 9041, 318, 17232]",0.5,230,best_practice,40,Calling the superclass method ensures that any existing error handling is preserved,230,,[]
"✅ Best Practice: Use of 'self' indicates this is a method within a class, which is a common OOP pattern.","[26486, 227, 6705, 19939, 25, 5765, 286, 705, 944, 6, 9217, 428, 318, 257, 2446, 1626, 257, 1398, 11, 543, 318, 257, 2219, 440, 3185, 3912, 13]",0.5,230,best_practice,40,"Use of 'self' indicates this is a method within a class, which is a common OOP pattern.",230,,[]
🧠 ML Signal: Calls to superclass methods can indicate inheritance patterns.,"[8582, 100, 254, 10373, 26484, 25, 27592, 284, 2208, 4871, 5050, 460, 7603, 24155, 7572, 13]",0.5,312,ml_signal,42,Calls to superclass methods can indicate inheritance patterns.,230,        # 对selectors选出的标的做进一步处理，或者不使用selector完全自己根据时间和数据生成交易信号,"[220, 220, 220, 220, 220, 220, 220, 1303, 10263, 107, 117, 19738, 669, 34460, 231, 49035, 118, 21410, 43718, 229, 21410, 161, 223, 248, 32573, 249, 31660, 29826, 98, 13783, 226, 49426, 228, 171, 120, 234, 22755, 244, 38519, 38834, 45635, 18796, 101, 19738, 273, 22522, 234, 17739, 101, 164, 229, 103, 32432, 109, 43718, 117, 162, 235, 106, 33768, 114, 29785, 112, 161, 240, 234, 46763, 108, 162, 235, 106, 37955, 22755, 238, 12859, 97, 23626, 241, 46479, 94, 20998, 115]"
✅ Best Practice: Use of 'super()' for calling a method from the parent class ensures proper method resolution order and maintainability.,"[26486, 227, 6705, 19939, 25, 5765, 286, 705, 16668, 3419, 6, 329, 4585, 257, 2446, 422, 262, 2560, 1398, 19047, 1774, 2446, 6323, 1502, 290, 5529, 1799, 13]",0.5,394,best_practice,42,Use of 'super()' for calling a method from the parent class ensures proper method resolution order and maintainability.,312,        # 对selectors选出的标的做进一步处理，或者不使用selector完全自己根据时间和数据生成交易信号,"[220, 220, 220, 220, 220, 220, 220, 1303, 10263, 107, 117, 19738, 669, 34460, 231, 49035, 118, 21410, 43718, 229, 21410, 161, 223, 248, 32573, 249, 31660, 29826, 98, 13783, 226, 49426, 228, 171, 120, 234, 22755, 244, 38519, 38834, 45635, 18796, 101, 19738, 273, 22522, 234, 17739, 101, 164, 229, 103, 32432, 109, 43718, 117, 162, 235, 106, 33768, 114, 29785, 112, 161, 240, 234, 46763, 108, 162, 235, 106, 37955, 22755, 238, 12859, 97, 23626, 241, 46479, 94, 20998, 115]"
✅ Best Practice: Use of super() to call a method from the parent class ensures proper inheritance and method resolution.,"[26486, 227, 6705, 19939, 25, 5765, 286, 2208, 3419, 284, 869, 257, 2446, 422, 262, 2560, 1398, 19047, 1774, 24155, 290, 2446, 6323, 13]",0.5,417,best_practice,47,Use of super() to call a method from the parent class ensures proper inheritance and method resolution.,394,        super().on_trading_signals(trading_signals),"[220, 220, 220, 220, 220, 220, 220, 2208, 22446, 261, 62, 2213, 4980, 62, 12683, 874, 7, 2213, 4980, 62, 12683, 874, 8]"
🧠 ML Signal: Use of a main guard to execute code only when the script is run directly.,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 257, 1388, 4860, 284, 12260, 2438, 691, 618, 262, 4226, 318, 1057, 3264, 13]",0.5,432,ml_signal,49,Use of a main guard to execute code only when the script is run directly.,417,"    def on_trading_open(self, timestamp):","[220, 220, 220, 825, 319, 62, 2213, 4980, 62, 9654, 7, 944, 11, 41033, 2599]"
"🧠 ML Signal: Instantiation of a class with specific parameters, indicating a pattern of usage.","[8582, 100, 254, 10373, 26484, 25, 24470, 3920, 286, 257, 1398, 351, 2176, 10007, 11, 12739, 257, 3912, 286, 8748, 13]",0.5,457,ml_signal,50,"Instantiation of a class with specific parameters, indicating a pattern of usage.",432,        # 开盘自定义逻辑,"[220, 220, 220, 220, 220, 220, 220, 1303, 10263, 120, 222, 33566, 246, 164, 229, 103, 22522, 248, 20046, 231, 34460, 119, 164, 122, 239]"
"🧠 ML Signal: Calling a method on an object, indicating a pattern of usage.","[8582, 100, 254, 10373, 26484, 25, 32677, 257, 2446, 319, 281, 2134, 11, 12739, 257, 3912, 286, 8748, 13]",0.5,482,ml_signal,50,"Calling a method on an object, indicating a pattern of usage.",457,        # 开盘自定义逻辑,"[220, 220, 220, 220, 220, 220, 220, 1303, 10263, 120, 222, 33566, 246, 164, 229, 103, 22522, 248, 20046, 231, 34460, 119, 164, 122, 239]"
