annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,60,best_practice,27,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,60,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,66,ml_signal,29,Usage of __all__ to manage module exports.,60,from .transformers import *,"[6738, 764, 35636, 364, 1330, 1635]"
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,75,best_practice,32,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,66,__all__ += _transformers_all,"[834, 439, 834, 15853, 4808, 35636, 364, 62, 439]"
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,34,Usage of __all__ to manage module exports.,75,# import all from submodule macd,"[2, 1330, 477, 422, 850, 21412, 8352, 67]"
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,83,best_practice,37,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,83,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,37,Usage of __all__ to manage module exports.,83,,[]
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,83,best_practice,37,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,83,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,37,Usage of __all__ to manage module exports.,83,,[]
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,83,best_practice,37,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,83,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,37,Usage of __all__ to manage module exports.,83,,[]
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,83,best_practice,37,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,83,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,37,Usage of __all__ to manage module exports.,83,,[]
✅ Best Practice: Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 460, 1085, 284, 25745, 12231, 26, 2074, 33332, 691, 3306, 6805, 13]",0.5,83,best_practice,37,Explicitly importing all from a module can lead to namespace pollution; consider importing only necessary components.,83,,[]
🧠 ML Signal: Usage of __all__ to manage module exports.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 11593, 439, 834, 284, 6687, 8265, 15319, 13]",0.5,83,ml_signal,37,Usage of __all__ to manage module exports.,83,,[]
