annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,278,ml_signal,39,Use of SQLAlchemy ORM for database interaction,278,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,292,ml_signal,41,Use of SQLAlchemy ORM for database interaction,278,    net_medium_inflows = Column(Float),"[220, 220, 220, 2010, 62, 24132, 62, 259, 44041, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,302,ml_signal,43,Use of SQLAlchemy ORM for database interaction,292,    #: 小单,"[220, 220, 220, 1303, 25, 10263, 108, 237, 39355, 243]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,318,ml_signal,45,Use of SQLAlchemy ORM for database interaction,302,    net_small_inflow_rate = Column(Float),"[220, 220, 220, 2010, 62, 17470, 62, 259, 11125, 62, 4873, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,318,ml_signal,47,Use of SQLAlchemy ORM for database interaction,318,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,334,ml_signal,49,Use of SQLAlchemy ORM for database interaction,318,"    __tablename__ = ""stock_money_flow""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 13578, 62, 26316, 62, 11125, 1]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,347,ml_signal,51,Use of SQLAlchemy ORM for database interaction,334,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,347,ml_signal,53,Use of SQLAlchemy ORM for database interaction,347,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,356,ml_signal,55,Use of SQLAlchemy ORM for database interaction,347,    close = Column(Float),"[220, 220, 220, 1969, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,367,ml_signal,57,Use of SQLAlchemy ORM for database interaction,356,    turnover_rate = Column(Float),"[220, 220, 220, 25079, 62, 4873, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,379,ml_signal,59,Use of SQLAlchemy ORM for database interaction,367,    #: 净流入,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,379,best_practice,46,Define column types and constraints for database schema,379,,[]
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,391,best_practice,48,Define column types and constraints for database schema,379,"class StockMoneyFlow(MoneyFlowBase, Mixin):","[4871, 10500, 26788, 37535, 7, 26788, 37535, 14881, 11, 15561, 259, 2599]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,391,best_practice,50,Define column types and constraints for database schema,391,,[]
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,404,best_practice,52,Define column types and constraints for database schema,391,    name = Column(String(length=32)),"[220, 220, 220, 1438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,416,best_practice,54,Define column types and constraints for database schema,404,    #: 收盘价,"[220, 220, 220, 1303, 25, 10545, 242, 114, 33566, 246, 20015, 115]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,428,best_practice,56,Define column types and constraints for database schema,416,    change_pct = Column(Float),"[220, 220, 220, 1487, 62, 79, 310, 796, 29201, 7, 43879, 8]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,428,best_practice,58,Define column types and constraints for database schema,428,,[]
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,440,best_practice,60,Define column types and constraints for database schema,428,    net_inflows = Column(Float),"[220, 220, 220, 2010, 62, 259, 44041, 796, 29201, 7, 43879, 8]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,455,best_practice,61,Define column types and constraints for database schema,440,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,470,best_practice,61,Define column types and constraints for database schema,455,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,485,best_practice,61,Define column types and constraints for database schema,470,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,500,best_practice,61,Define column types and constraints for database schema,485,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,515,best_practice,61,Define column types and constraints for database schema,500,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
✅ Best Practice: Define column types and constraints for database schema,"[26486, 227, 6705, 19939, 25, 2896, 500, 5721, 3858, 290, 17778, 329, 6831, 32815]",0.5,530,best_practice,61,Define column types and constraints for database schema,515,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
🧠 ML Signal: Usage of register_schema function indicates schema registration pattern,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 7881, 62, 15952, 2611, 2163, 9217, 32815, 9352, 3912]",0.5,545,ml_signal,61,Usage of register_schema function indicates schema registration pattern,530,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
🧠 ML Signal: Use of __all__ to define public API of the module,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7824, 286, 262, 8265]",1.0,560,ml_signal,61,Use of __all__ to define public API of the module,545,    #: 净流入率,"[220, 220, 220, 1303, 25, 10263, 229, 222, 38184, 223, 17739, 98, 163, 236, 229]"
