annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Specifying column types and lengths improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 290, 20428, 19575, 6831, 32815, 16287]",0.5,345,best_practice,37,Specifying column types and lengths improves database schema clarity,333,"class HolderTrading(TradingBase, Mixin):","[4871, 24210, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
✅ Best Practice: Specifying column types and lengths improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 290, 20428, 19575, 6831, 32815, 16287]",0.5,345,best_practice,39,Specifying column types and lengths improves database schema clarity,345,,[]
✅ Best Practice: Specifying column types improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 19575, 6831, 32815, 16287]",0.5,358,best_practice,41,Specifying column types improves database schema clarity,345,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
✅ Best Practice: Class name should be descriptive and follow CamelCase naming convention,"[26486, 227, 6705, 19939, 25, 5016, 1438, 815, 307, 35644, 290, 1061, 43281, 20448, 19264, 9831]",0.5,358,best_practice,35,Class name should be descriptive and follow CamelCase naming convention,358,,[]
✅ Best Practice: Use a class variable to define the table name for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 257, 1398, 7885, 284, 8160, 262, 3084, 1438, 329, 6375, 44, 16855]",0.5,370,best_practice,37,Use a class variable to define the table name for ORM mapping,358,"class HolderTrading(TradingBase, Mixin):","[4871, 24210, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,370,best_practice,39,Use descriptive column names and specify data types for ORM mapping,370,,[]
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,383,best_practice,41,Use descriptive column names and specify data types for ORM mapping,370,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,398,best_practice,43,Use descriptive column names and specify data types for ORM mapping,383,    #: 股东名称,"[220, 220, 220, 1303, 25, 5525, 224, 94, 10310, 250, 28938, 235, 163, 100, 108]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,412,best_practice,45,Use descriptive column names and specify data types for ORM mapping,398,    #: 变动数量,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 46763, 108, 34932, 237]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,428,best_practice,47,Use descriptive column names and specify data types for ORM mapping,412,    #: 变动比例,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 162, 107, 242, 160, 122, 233]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,452,best_practice,49,Use descriptive column names and specify data types for ORM mapping,428,    #: 变动后持股比例,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 28938, 236, 162, 234, 223, 164, 224, 94, 162, 107, 242, 160, 122, 233]"
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,452,best_practice,51,Use descriptive column names and specify data types for ORM mapping,452,,[]
✅ Best Practice: Use descriptive column names and specify data types for ORM mapping,"[26486, 227, 6705, 19939, 25, 5765, 35644, 5721, 3891, 290, 11986, 1366, 3858, 329, 6375, 44, 16855]",0.5,465,best_practice,53,Use descriptive column names and specify data types for ORM mapping,452,"class BigDealTrading(TradingBase, Mixin):","[4871, 4403, 45776, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,481,ml_signal,47,Usage of SQLAlchemy ORM for database modeling,465,    #: 变动比例,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 162, 107, 242, 160, 122, 233]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,505,ml_signal,49,Usage of SQLAlchemy ORM for database modeling,481,    #: 变动后持股比例,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 28938, 236, 162, 234, 223, 164, 224, 94, 162, 107, 242, 160, 122, 233]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,505,ml_signal,51,Usage of SQLAlchemy ORM for database modeling,505,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,518,ml_signal,53,Usage of SQLAlchemy ORM for database modeling,505,"class BigDealTrading(TradingBase, Mixin):","[4871, 4403, 45776, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,518,ml_signal,55,Usage of SQLAlchemy ORM for database modeling,518,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,531,ml_signal,57,Usage of SQLAlchemy ORM for database modeling,518,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,544,ml_signal,59,Usage of SQLAlchemy ORM for database modeling,531,    #: 成交额,"[220, 220, 220, 1303, 25, 10545, 230, 238, 12859, 97, 165, 95, 251]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,556,ml_signal,61,Usage of SQLAlchemy ORM for database modeling,544,    #: 成交价,"[220, 220, 220, 1303, 25, 10545, 230, 238, 12859, 97, 20015, 115]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,573,ml_signal,63,Usage of SQLAlchemy ORM for database modeling,556,    #: 卖出营业部,"[220, 220, 220, 1303, 25, 10263, 235, 244, 49035, 118, 164, 238, 98, 10310, 21253, 225, 101]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,590,ml_signal,65,Usage of SQLAlchemy ORM for database modeling,573,    #: 买入营业部,"[220, 220, 220, 1303, 25, 220, 20046, 108, 17739, 98, 164, 238, 98, 10310, 21253, 225, 101]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,607,ml_signal,67,Usage of SQLAlchemy ORM for database modeling,590,    #: 折/溢价率,"[220, 220, 220, 1303, 25, 10545, 232, 246, 14, 162, 118, 95, 20015, 115, 163, 236, 229]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,607,ml_signal,69,Usage of SQLAlchemy ORM for database modeling,607,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,620,ml_signal,71,Usage of SQLAlchemy ORM for database modeling,607,"class MarginTrading(TradingBase, Mixin):","[4871, 11899, 259, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,633,ml_signal,73,Usage of SQLAlchemy ORM for database modeling,620,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,655,ml_signal,75,Usage of SQLAlchemy ORM for database modeling,633,    #: 融资余额(元）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 164, 113, 226, 19526, 247, 165, 95, 251, 7, 17739, 225, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,681,ml_signal,77,Usage of SQLAlchemy ORM for database modeling,655,    #: 融资买入额（元）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 164, 113, 226, 20046, 108, 17739, 98, 165, 95, 251, 171, 120, 230, 17739, 225, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,708,ml_signal,79,Usage of SQLAlchemy ORM for database modeling,681,    #: 融资偿还额（元）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 164, 113, 226, 161, 223, 123, 32573, 246, 165, 95, 251, 171, 120, 230, 17739, 225, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,731,ml_signal,81,Usage of SQLAlchemy ORM for database modeling,708,    #: 融券余量（股）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 26344, 116, 19526, 247, 34932, 237, 171, 120, 230, 164, 224, 94, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,756,ml_signal,83,Usage of SQLAlchemy ORM for database modeling,731,    #: 融券卖出量（股）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 26344, 116, 39355, 244, 49035, 118, 34932, 237, 171, 120, 230, 164, 224, 94, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,782,ml_signal,85,Usage of SQLAlchemy ORM for database modeling,756,    #: 融券偿还量（股）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 26344, 116, 161, 223, 123, 32573, 246, 34932, 237, 171, 120, 230, 164, 224, 94, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,811,ml_signal,87,Usage of SQLAlchemy ORM for database modeling,782,    #: 融资融券余额（元）,"[220, 220, 220, 1303, 25, 5525, 252, 235, 164, 113, 226, 164, 252, 235, 26344, 116, 19526, 247, 165, 95, 251, 171, 120, 230, 17739, 225, 171, 120, 231]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,811,ml_signal,89,Usage of SQLAlchemy ORM for database modeling,811,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,91,Usage of SQLAlchemy ORM for database modeling,811,"class DragonAndTiger(TradingBase, Mixin):","[4871, 2851, 1870, 51, 8254, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,93,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
🧠 ML Signal: Usage of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",0.5,824,ml_signal,96,Usage of SQLAlchemy ORM for database modeling,824,,[]
