annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Pattern of fetching data from a database or API,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 21207, 278, 1366, 422, 257, 6831, 393, 7824]",1.0,117,ml_signal,21,Pattern of fetching data from a database or API,106,    data_schema = StockValuation,"[220, 220, 220, 1366, 62, 15952, 2611, 796, 10500, 7762, 2288]"
🧠 ML Signal: Assigning entity attributes to DataFrame columns,"[8582, 100, 254, 10373, 26484, 25, 2195, 38944, 9312, 12608, 284, 6060, 19778, 15180]",0.5,145,ml_signal,25,Assigning entity attributes to DataFrame columns,117,"        end = min(now_pd_timestamp(), start + Timedelta(days=500))","[220, 220, 220, 220, 220, 220, 220, 886, 796, 949, 7, 2197, 62, 30094, 62, 16514, 27823, 22784, 923, 1343, 5045, 276, 12514, 7, 12545, 28, 4059, 4008]"
🧠 ML Signal: Converting date strings to datetime objects,"[8582, 100, 254, 10373, 26484, 25, 35602, 889, 3128, 13042, 284, 4818, 8079, 5563]",1.0,145,ml_signal,26,Converting date strings to datetime objects,145,,[]
🧠 ML Signal: Generating unique IDs using a combination of entity ID and timestamp,"[8582, 100, 254, 10373, 26484, 25, 2980, 803, 3748, 32373, 1262, 257, 6087, 286, 9312, 4522, 290, 41033]",0.5,194,ml_signal,31,Generating unique IDs using a combination of entity ID and timestamp,145,"            table=""valuation"", code=to_jq_entity_id(entity), date=to_time_str(end), count=min(count.days, 500)","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 3084, 2625, 2100, 2288, 1600, 2438, 28, 1462, 62, 73, 80, 62, 26858, 62, 312, 7, 26858, 828, 3128, 28, 1462, 62, 2435, 62, 2536, 7, 437, 828, 954, 28, 1084, 7, 9127, 13, 12545, 11, 5323, 8]"
✅ Best Practice: Renaming columns for clarity and consistency,"[26486, 227, 6705, 19939, 25, 7152, 3723, 15180, 329, 16287, 290, 15794]",1.0,211,best_practice,33,Renaming columns for clarity and consistency,194,"        df[""entity_id""] = entity.id","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 26858, 62, 312, 8973, 796, 9312, 13, 312]"
🧠 ML Signal: Data transformation by scaling values,"[8582, 100, 254, 10373, 26484, 25, 6060, 13389, 416, 20796, 3815]",0.5,225,ml_signal,38,Data transformation by scaling values,211,        df = df.rename(,"[220, 220, 220, 220, 220, 220, 220, 47764, 796, 47764, 13, 918, 480, 7]"
🧠 ML Signal: Pattern of saving data to a database,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 8914, 1366, 284, 257, 6831]",1.0,248,ml_signal,43,Pattern of saving data to a database,225,"        df[""market_cap""] = df[""market_cap""] * 100000000","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 10728, 62, 11128, 8973, 796, 47764, 14692, 10728, 62, 11128, 8973, 1635, 1802, 10535]"
🧠 ML Signal: Fetching and processing a list of stock IDs,"[8582, 100, 254, 10373, 26484, 25, 376, 7569, 278, 290, 7587, 257, 1351, 286, 4283, 32373]",1.0,271,ml_signal,43,Fetching and processing a list of stock IDs,248,"        df[""market_cap""] = df[""market_cap""] * 100000000","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 10728, 62, 11128, 8973, 796, 47764, 14692, 10728, 62, 11128, 8973, 1635, 1802, 10535]"
🧠 ML Signal: Outputting processed data to console,"[8582, 100, 254, 10373, 26484, 25, 25235, 889, 13686, 1366, 284, 8624]",0.5,294,ml_signal,43,Outputting processed data to console,271,"        df[""market_cap""] = df[""market_cap""] * 100000000","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 10728, 62, 11128, 8973, 796, 47764, 14692, 10728, 62, 11128, 8973, 1635, 1802, 10535]"
🧠 ML Signal: Instantiating and running a data recorder,"[8582, 100, 254, 10373, 26484, 25, 2262, 17096, 803, 290, 2491, 257, 1366, 38156]",0.5,317,ml_signal,43,Instantiating and running a data recorder,294,"        df[""market_cap""] = df[""market_cap""] * 100000000","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 10728, 62, 11128, 8973, 796, 47764, 14692, 10728, 62, 11128, 8973, 1635, 1802, 10535]"
✅ Best Practice: Use of __all__ to define public API of the module,"[26486, 227, 6705, 19939, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7824, 286, 262, 8265]",0.5,340,best_practice,43,Use of __all__ to define public API of the module,317,"        df[""market_cap""] = df[""market_cap""] * 100000000","[220, 220, 220, 220, 220, 220, 220, 47764, 14692, 10728, 62, 11128, 8973, 796, 47764, 14692, 10728, 62, 11128, 8973, 1635, 1802, 10535]"
