annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Usage of a function to store DataFrame into a database,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 257, 2163, 284, 3650, 6060, 19778, 656, 257, 6831]",0.5,148,ml_signal,57,Usage of a function to store DataFrame into a database,136,    from zvt.domain.meta import Index,"[220, 220, 220, 422, 1976, 36540, 13, 27830, 13, 28961, 1330, 12901]"
🧠 ML Signal: Function call with a specific argument,"[8582, 100, 254, 10373, 26484, 25, 15553, 869, 351, 257, 2176, 4578]",1.0,174,ml_signal,60,Function call with a specific argument,148,"        item[""timestamp""] = to_pd_timestamp(item[""timestamp""])","[220, 220, 220, 220, 220, 220, 220, 2378, 14692, 16514, 27823, 8973, 796, 284, 62, 30094, 62, 16514, 27823, 7, 9186, 14692, 16514, 27823, 8973, 8]"
✅ Best Practice: Using __all__ to define public API of the module,"[26486, 227, 6705, 19939, 25, 8554, 11593, 439, 834, 284, 8160, 1171, 7824, 286, 262, 8265]",1.0,205,best_practice,63,Using __all__ to define public API of the module,174,"    df_to_db(df=df, data_schema=Index, provider=provider, force_update=False)","[220, 220, 220, 47764, 62, 1462, 62, 9945, 7, 7568, 28, 7568, 11, 1366, 62, 15952, 2611, 28, 15732, 11, 10131, 28, 15234, 1304, 11, 2700, 62, 19119, 28, 25101, 8]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,217,best_practice,66,Importing all from a module to maintain consistency,205,"init_main_index(provider=""exchange"")","[15003, 62, 12417, 62, 9630, 7, 15234, 1304, 2625, 1069, 3803, 4943]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,217,best_practice,68,Importing __all__ to extend the module's public API,217,,[]
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,228,best_practice,70,Extending __all__ to include imported module's public API,217,"__all__ = [""init_main_index""]","[834, 439, 834, 796, 14631, 15003, 62, 12417, 62, 9630, 8973]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,234,best_practice,73,Importing all from a module to maintain consistency,228,# common code of the package,"[2, 2219, 2438, 286, 262, 5301]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,234,best_practice,75,Importing __all__ to extend the module's public API,234,,[]
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,240,best_practice,77,Extending __all__ to include imported module's public API,234,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,246,best_practice,77,Importing all from a module to maintain consistency,240,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,252,best_practice,77,Importing __all__ to extend the module's public API,246,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,258,best_practice,77,Extending __all__ to include imported module's public API,252,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,264,best_practice,77,Importing all from a module to maintain consistency,258,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,270,best_practice,77,Importing __all__ to extend the module's public API,264,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,276,best_practice,77,Extending __all__ to include imported module's public API,270,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,282,best_practice,77,Importing all from a module to maintain consistency,276,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,288,best_practice,77,Importing __all__ to extend the module's public API,282,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,294,best_practice,77,Extending __all__ to include imported module's public API,288,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,300,best_practice,77,Importing all from a module to maintain consistency,294,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,306,best_practice,77,Importing __all__ to extend the module's public API,300,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,312,best_practice,77,Extending __all__ to include imported module's public API,306,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,318,best_practice,77,Importing all from a module to maintain consistency,312,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,324,best_practice,77,Importing __all__ to extend the module's public API,318,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,330,best_practice,77,Extending __all__ to include imported module's public API,324,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing all from a module to maintain consistency,"[26486, 227, 6705, 19939, 25, 17267, 278, 477, 422, 257, 8265, 284, 5529, 15794]",0.5,336,best_practice,77,Importing all from a module to maintain consistency,330,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Importing __all__ to extend the module's public API,"[26486, 227, 6705, 19939, 25, 17267, 278, 11593, 439, 834, 284, 9117, 262, 8265, 338, 1171, 7824]",1.0,342,best_practice,77,Importing __all__ to extend the module's public API,336,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
✅ Best Practice: Extending __all__ to include imported module's public API,"[26486, 227, 6705, 19939, 25, 5683, 1571, 11593, 439, 834, 284, 2291, 17392, 8265, 338, 1171, 7824]",1.0,348,best_practice,77,Extending __all__ to include imported module's public API,342,from .sina import *,"[6738, 764, 82, 1437, 1330, 1635]"
